event_label,users,total_events,unique_events
xuanji wang,2,3,3
Trusel,2,2,2
Sergio Vargas,2,4,3
1999 to 2000,2,5,3
delta,2,2,2
2005A,2,2,2
1304875,2,2,2
2005F,2,3,2
2011M,2,2,2
AK,2,4,3
Kim Nielsen,2,2,2
Frost,2,4,3
summit greenland,2,2,2
doi:10.18739/A2Z08W,2,2,2
Radiocarbon,2,2,2
ecosystem,2,5,4
1946 to 2017,2,3,2
Euskirchen,2,2,2
Holly K. Gibbs,2,3,3
doi:10.3334/CDIAC/00001_V2017,2,2,2
accidents,2,2,2
2015E,2,2,2
aircraft,2,3,2
stanley,2,5,4
2011K,2,4,3
co2 emission,2,2,2
People's Republic of China,2,2,2
ethane,2,5,3
Precipitation,2,2,2
dalton highway,2,2,2
Ludwig,2,3,3
McRaven,2,4,4
10.5065/D6MW2F2H,2,2,2
runoff,2,2,2
https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/582/10,2,2,2
Fossil Fuel Emissions,2,2,2
urn:uuid:efa91a9b-c01f-46eb-9900-1ae38aa24573,2,3,3
2015A,2,2,2
2013F,2,2,2
sikuliaq,2,3,2
Joseph McConnell,2,5,3
whales,2,2,2
shoreline,2,3,2
danielson,2,2,2
snow depth,2,2,2
2013D,2,2,2
current,2,2,2
doi:10.18739/A2SW55,2,3,3
1979 to 2016,2,2,2
Zechmann,2,3,3
location,2,2,2
Nielsen,2,2,2
gross primary productivity,2,2,2
mar greenland,2,2,2
2015I,2,2,2
doi:10.5065/D67942VR,2,3,3
peatlands,2,2,2
maunaloa.co2,2,2,2
additionalInfo,2,2,2
lake depth,2,6,6
Turin L. Dickman,2,2,2
Monthly Fossil-Fuel CO2 Emissions,2,2,2
matrai,2,2,2
firn core,2,2,2
Barnola,2,2,2
gas,2,2,2
Nunavut,2,2,2
10.3334/CDIAC/00001,2,3,3
2011 to 2015,2,2,2
2015F,2,2,2
Muenchow,2,3,3
CO2 (ppm),2,2,2
north america,2,2,2
2011J,2,3,3
microb,2,2,2
remote sensing,2,5,4
datalogger,2,6,6
PACMARS,2,2,2
2005C,2,3,3
light,2,2,2
EARTH SCIENCE > OCEANS > SEA ICE > ICE DEPTH/THICKNESS,2,3,2
Beaufort Gyre Exploration Project,2,2,2
1900 to 2018,2,2,2
global emissions,2,2,2
income,2,3,3
doi:10.18739/A20V5P,2,2,2
2006 to 2018,2,3,2
1418000,2,3,2
2018,2,4,2
Delta,2,2,2
2013G,2,2,2
Adam Z. Csank,2,2,2
steele,2,3,3
2012G,2,2,2
Atqasuk,2,2,2
oceans,2,2,2
Mammal,2,2,2
Serreze,2,2,2
Hanson,2,2,2
doi:10.18739/A23M3F,2,2,2
1947 to 2017,2,6,4
doi:10.18739/A2RC49,2,2,2
2002 to 2009,2,2,2
LTER,2,2,2
urn:uuid:ffd4fb38-deb3-4d62-9e9e-ae84bc69abbb,2,2,2
doi:10.5065/D6WH2N6G,2,2,2
2000 to 1987,2,2,2
pangaea,2,2,2
2013B,2,6,3
1850 to 2014,2,5,3
plantae,2,2,2
rose cory,2,3,3
Ice sheet and Ice cap changes,2,3,2
urn:uuid:e9d607c7-3430-4fd6-a744-2ee7046d984b,2,3,3
Sletten,2,2,2
urn:uuid:dc4b2ba1-af9d-49d0-a9a0-0ea9ee461c90,2,3,3
10.3334/CDIAC/ATG.027,2,4,2
ER,2,2,2
2003D,2,5,4
jonathan b martin,2,2,2
urn:uuid:4b55fedb-1c12-4ced-be0f-2ae65867c953,2,3,3
doi:10.18739/A2SP87,2,5,4
carbon intensity,2,2,2
NECP,2,2,2
hilton,2,4,3
Lomas,2,2,2
lei cai,2,4,3
Andrey Proshutinsky,2,4,4
o-buoy,2,3,3
2014B,2,2,2
2007D,2,2,2
carbon pool,2,2,2
1966 to 2018,2,4,3
kholodov,2,4,3
1,2,3,2
oran,2,4,2
HCFC-22,2,2,2
great rivers,2,2,2
2006F,2,4,4
CARBON SEQUESTRATION-TERRESTRIAL,2,2,2
Victoria Hill,2,2,2
urn:uuid:d6be9a14-3d39-4848-b7e3- 4a79c740e2b5,2,3,3
disko,2,2,2
Pacific Arctic Sea-Ice Observations,2,2,2
Antarctic,2,3,3
Anastasio,2,3,3
swl14,2,3,3
land cover,2,2,2
trade,2,2,2
sergio,2,19,14
Susan Natali,2,2,2
Hinkel,2,2,2
Houghton,2,2,2
Collins,2,3,3
Spruce,2,2,2
yinghui liu,2,3,3
Kharp Vegetation and Soil Transects,2,2,2
doc,2,2,2
2012M,2,2,2
GNET,2,2,2
2005 to 2018,2,2,2
accident,2,2,2
inuit communities,2,2,2
2003 to 2009,2,2,2
juranek,2,6,5
Atmospheric Carbon Dioxide,2,2,2
.mat,2,3,3
snowfall,2,2,2
extreme summer melt,2,2,2
spectra,2,2,2
ocean temperature,2,3,2
doi:10.18739/A2787R,2,2,2
cory,2,7,7
2015K,2,3,3
tourism,2,3,2
doi:10.5065/D66M3506,2,2,2
NIMS,2,3,2
carbon monoxide,2,3,3
india,2,2,2
doi:10.18739/A28C0F,2,3,2
adam csank,2,2,2
1983 to 2017,2,2,2
1978 to 2018,2,2,2
isotopes,2,2,2
microbial,2,3,2
bottle,2,6,5
disease,2,2,2
Africa,2,2,2
primary,2,2,2
Air Temperature,2,2,2
tundra,2,2,2
doi:10.18739/A20M3H,2,2,2
david noone,2,2,2
polyak,2,2,2
2009 to 2013,2,2,2
doi:10.5065/D6GQ6VZP,2,4,3
doi:10.18739/A27T10,2,2,2
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/10531/6,2,2,2
doi:10.18739/A27C04,2,2,2
urn:uuid:d80739f7-b474-4cfa-bf12-9260232a9e0a,2,3,2
orcutt,2,3,3
Methane,2,2,2
2007C,2,4,4
1999 to 2018,2,4,3
language,2,2,2
1979 to 2017,2,2,2
axford,2,2,2
baker,2,29,21
united states,2,4,3
denmark,2,2,2
1800 to 2015,2,2,2
Tunu,2,2,2
2003E,2,5,5
Anthony,2,2,2
north pole,2,2,2
2002A,2,3,3
Coopman,2,5,4
carbon flux data,2,2,2
16S,2,2,2
Marine Mammal sighting data from cruises in the Pacific Arctic 2009-2018 from Distributed Biological Observatory (DBO) Regions,2,2,2
oechel,2,10,9
2015G,2,2,2
2017 to 2016,2,2,2
animal,2,2,2
carbon soil,2,3,3
966346,2,3,2
misp,2,3,2
TRENDS-TEMPERATURE,2,2,2
surface albedo,2,2,2
meterological,2,2,2
1417300,2,2,2
doi:10.18739/A2B10M,2,8,3
politics,2,2,2
2012F,2,2,2
Meierbachtol,2,3,3
2010 to 2011,2,2,2
2013E,2,2,2
leconte,2,2,2
Marion Syndonia Bret-Harte,2,2,2
10.18739/A22W0R,2,2,2
ITEX,2,5,4
EARTH SCIENCE > HUMAN DIMENSIONS > POPULATION > POPULATION SIZE,2,2,2
urn:uuid:a93ab6ac-df90-4c22-b275-bfdb55074150,2,2,2
acidification,2,2,2
GLISN,2,2,2
nc,2,3,3
primary productivity,2,2,2
copepoda,2,3,3
sea,2,2,2
stoichiometry,2,3,3
Social Science Interview,2,2,2
root,2,2,2
chukchi sea,2,3,2
2015H,2,2,2
Krishfield,2,2,2
Kvile,2,2,2
doi:10.18739/A2129K,2,2,2
velocity,2,3,2
south africa,2,2,2
polashenski,2,2,2
Quentin Coopman,2,2,2
2005 to 2008,2,2,2
olson,2,3,2
10.18739/A2RV91,2,2,2
plankton,2,4,3
north slope,2,2,2
1203773,2,2,2
ArcticGRO,2,5,5
schiefer,2,2,2
2012J,2,4,3
Eicken,2,2,2
pratt,2,2,2
snow melt,2,6,2
2004E,2,2,2
Kite Aerial,2,2,2
amon,2,4,4
2014D,2,2,2
hydrophone,2,3,2
tower flux,2,2,2
Biomass,2,2,2
sfa,2,2,2
Long-Term Daily and Monthly Climate Records,2,2,2
Taku,2,2,2
chemistry,2,2,2
water depth,2,2,2
doi:10.5065/D68W3BHC,2,3,3
Pettersen,2,2,2
Bavaria,2,2,2
atg.009,2,2,2
10.3334/CDIAC/FFE.ANNUALUNCERTAINTY.2016,2,2,2
rcp,2,2,2
1988 to 2016,2,4,3
C,1,1,1
Hopcroft,1,1,1
Doug Benn,1,1,1
world population,1,1,1
Czimczik,1,2,2
MEXICO,1,1,1
ocean currents,1,1,1
1860 to 2006,1,1,1
necp,1,1,1
2009 to 2009,1,1,1
Cape Grim,1,1,1
heterotroph,1,1,1
1991 to 2018,1,1,1
agarwal,1,1,1
doi:10.18739/A2325P,1,1,1
Arctic tundra,1,1,1
gnss,1,1,1
Chlorophil,1,1,1
Meat Gas Emissions Data,1,1,1
1998 to 2011,1,1,1
Arctic Gro,1,1,1
PARTNERS Project Arctic River Biogeochemical Data,1,1,1
1963 to 2018,1,1,1
10.3334/CDIAC/otg.ndp066,1,1,1
thumbnails,1,1,1
hopcroft,1,2,2
chandlar shelf,1,1,1
doi:10.18739/A2136S,1,1,1
Edward A.G. Schuur,1,1,1
hly0403,1,1,1
Groenland,1,1,1
DOM,1,4,1
1980 to 2014,1,1,1
gits,1,1,1
corcoran,1,1,1
png,1,1,1
Green;and,1,1,1
"IN SITU/LABORATORY INSTRUMENTS > PROFILERS/SOUNDERS > CTD > CONDUCTIVITY, TEMPERATURE, DEPTH",1,1,1
coarse woody,1,1,1
doi:10.18739/2FA23F4KM7K,1,1,1
14332.1,1,1,1
ten meter temperatures,1,1,1
United,1,1,1
turner,1,2,1
melilla,1,1,1
doi:10.5065/D6P55KG2,1,1,1
14276.1,1,1,1
10.5065/D6WH2N6G,1,2,2
Howland,1,1,1
growth,1,1,1
sighting data,1,1,1
Inventory of U.S. Greenhouse Gas Emissions and Sinks,1,1,1
1023351,1,1,1
sulfate,1,1,1
Silicate,1,1,1
Atmospheric Trace Gases,1,1,1
feder,1,1,1
National CO2 Emissions from Fossil-Fuel Burning,1,1,1
13113334,1,1,1
2008 to 2010,1,2,1
cloud fraction,1,1,1
stegen,1,1,1
net prod,1,1,1
ncdc,1,1,1
10.3334/CDIAC/otg.ndp077,1,1,1
"Yukon Kuskokwim Delta, Alaska",1,1,1
https://data.ess-dive.lbl.gov/#view/doi:10.3334/CDIAC/FFE.ANNUALUNCERTAINTY.2016,1,1,1
M,1,1,1
hunt,1,2,1
Core Atmospheric and Snow Measurements at Summit Greenland Environmental Observatory,1,1,1
Alaska Teacher Retention,1,1,1
uuid:7bdab6cc-8dc1-4c49-a80b-ca771c18eaa9,1,1,1
montgomer,1,1,1
total carbon dioxide,1,1,1
10.18739/A2HG6X,1,1,1
bryce,1,1,1
urn:uuid:fbbc4074-afb7-40a0-a0ae-47a5a7a6db7f,1,1,1
nams,1,1,1
doi:10.5065/D6C24TK3,1,2,2
superscript,1,3,2
2003 to 2014,1,1,1
Collaborative Research: An Interdisciplinary Monitoring Mooring in the Western Arctic Boundary Current: Climatic Forcing and Ecosystem Response,1,1,1
bottom water temperatur,1,1,1
rothwell,1,2,1
PARNERS,1,1,1
Monthly Fossil-Fuel CO2 Emissions: Isomass of Emissions Gridded by One Degree Latitude by One Degree Longitude,1,6,3
soil AND carbon AND salt marsh,1,1,1
laundre,1,1,1
yamal,1,2,1
fish biomass,1,1,1
mackenzie River discharge,1,1,1
npeo chemistry,1,1,1
F1HT2M7Q,1,1,1
airglow,1,2,2
10.3334/CDIAC/otg.ndp047,1,1,1
Elder,1,1,1
warm buoy,1,1,1
net primary prod,1,1,1
school retention,1,1,1
ATG,1,2,1
metano,1,1,1
doi:10.18739/A2R23T,1,3,2
strix-pacific-northwest.xml,1,1,1
walrus,1,1,1
"Wood, Kevin. R.",1,1,1
"M. Tedesco, X. Fettweis, P. Alexander, G. Green, T. Datta",1,1,1
1987 to 2017,1,1,1
2191Z,1,1,1
slava,1,2,1
dimethyl,1,1,1
nominalDay,1,1,1
tank arctic,1,2,1
Sea ice,1,1,1
cahill,1,1,1
usiabp,1,1,1
9da31ba0-4bdb-11e3-9dcb-00c0f03d5b7c,1,1,1
soil density,1,1,1
stock,1,1,1
LORA KOENIG,1,1,1
dust ice core,1,1,1
camp,1,2,1
Covariance,1,1,1
δ14CO2 records from two sites in Central Europe,1,1,1
2017 to 2013,1,1,1
Woody Biomass Carbon in Tropical Africa,1,1,1
arctic-data.9512.2,1,1,1
netwrok of permafrost observatories,1,1,1
FFE.ANNUALISOMASS,1,2,1
2037 to 2018,1,1,1
Phase 1 Free Air CO2 Enrichment Model-Data Synthesis (FACE-MDS): Model Output Data (2015),1,1,1
SIO air sampling,1,1,1
1998 to 2009,1,1,1
dye,1,1,1
doi:10.18739/A2R683,1,1,1
doi:10.18739/A2196V,1,2,2
tree,1,1,1
Hatfield,1,1,1
Kelly K. Falkner,1,1,1
ship,1,1,1
chineare,1,1,1
1970 to 2009,1,1,1
1980 to 1989,1,1,1
S1 Bog,1,2,1
1952 to 2017,1,2,2
miller summit,1,1,1
ess-dive,1,1,1
856376,1,1,1
South Africa,1,1,1
eicken permeability,1,1,1
mexico,1,2,2
co2 and o2,1,1,1
1976 to 2017,1,1,1
Yukon–Kuskokwim delta fire,1,1,1
1949 to 2005,1,1,1
sea ice melt,1,1,1
schupe,1,1,1
Nathan Thorp,1,1,1
urn%3Auuid%3Aa1adcee9-cf7f-425a-b581-eaab7ab2d2a2,1,2,2
mckay,1,1,1
doi:10.18739/A27235,1,1,1
fes,1,1,1
geospatial,1,1,1
MIT,1,1,1
relative humidity,1,2,1
legal,1,2,2
Richard Krishfield,1,1,1
1800 to 1998,1,1,1
Juranek,1,1,1
urn:uuid:4c9a8f34-9af8-4351-8cff-32be497401a9,1,1,1
blank DOI,1,1,1
2166 to 2018,1,1,1
melt pond,1,2,1
Huryn,1,1,1
cryostructure,1,1,1
akemap,1,1,1
Kupurak,1,1,1
data center,1,1,1
greenland ice sheets monitoring,1,1,1
doi:10.18739/A2Q29S,1,1,1
2010 to 2019,1,1,1
"Toolik Lake, Alaska Soil moisture - 2014",1,1,1
Katey Walter Anthony Methane emissions,1,1,1
cot,1,1,1
header lines,1,1,1
ahlquist,1,1,1
T.A. Boden,1,1,1
Zhangxian,1,1,1
Historical,1,2,2
iljedahl,1,2,2
1952 to 2010,1,4,2
mancoff,1,2,1
araaon,1,1,1
claudia,1,1,1
alexander and mack,1,1,1
ice coverage,1,1,1
Oak Ridge,1,1,1
Gas Emission,1,1,1
land,1,1,1
snow sea ice,1,1,1
urn:uuid:e9d607c7-3430- 4fd6-a744-2ee7046d984b,1,1,1
Tarduno,1,1,1
Surface Water,1,1,1
1500169,1,1,1
Allen Pope,1,1,1
16,1,1,1
gulkana,1,1,1
Arctic Rivers Discharge,1,1,1
Seth Beaudreault,1,1,1
1827 to 2007,1,1,1
dprk,1,1,1
arctiv,1,1,1
2041 to 2018,1,1,1
demographics,1,1,1
James Maslanik,1,1,1
Harris,1,3,3
"Global, Hemispheric, and Zonal Temperature",1,1,1
1261833,1,2,1
2004 to 2016,1,2,1
10.5065/D67942VR,1,2,2
WEATHER AIS,1,1,1
kmke,1,1,1
bottomfast,1,2,1
carbon 14,1,2,1
sesa ice thickness,1,1,1
greenland aquifer,1,1,1
vertical pointing radar,1,1,1
bodin,1,1,1
milan,1,1,1
doi:10.18739/A2XX0V,1,1,1
10.5065/D61J97X5,1,2,2
-2,1,1,1
Illinois,1,1,1
doi:10.5065/D6FT8J54,1,2,2
nims,1,1,1
willis,1,1,1
International Arctic Buoy Programme,1,1,1
doy,1,2,2
10.5065/D61Z42KV,1,2,2
MISP water table,1,1,1
Estimates of Annual Fossil-Fuel CO2 Emitted,1,1,1
Kugo,1,1,1
China Carbon emission,1,1,1
South Pole,1,1,1
doi:10.18739/A2028W,1,2,1
1962 to 1981,1,1,1
fossil-fuel,1,1,1
glacier melt,1,1,1
bayard,1,1,1
czimczik,1,1,1
harrison bay,1,1,1
geirsdottir,1,1,1
romanosky,1,1,1
ice regimes,1,1,1
flag,1,1,1
Glacier,1,1,1
ELOKA,1,1,1
trees91.wk1,1,1,1
cottier,1,1,1
habitat,1,1,1
Bryophyte,1,1,1
IRIS,1,1,1
archival,1,1,1
Information System Data Base,1,1,1
Pu-239,1,1,1
1311655,1,1,1
Norwegian sea,1,1,1
"CONTINENT > EUROPE > EASTERN EUROPE > RUSSIA, ARCTIC OCEAN, GEOGRAPHIC REGION > EURASIA, GEOGRAPHIC REGION > POLAR, GEOGRAPHIC REGION > ARCTIC,",1,1,1
CarbON flux,1,1,1
choi,1,3,3
"70N, 42.5",1,1,1
Hu,1,1,1
Manua Loa,1,1,1
resource_map_urn:uuid:b2731cb0-b535-4159-b9dc-a607f4ae3320,1,1,1
hydrology,1,2,2
2008B,1,2,2
10.18739/A2K65D,1,1,1
4b05cc7c-670f-45ef-b6d4-a8c58acde4ba,1,1,1
des moines,1,1,1
urn:uuid:8f58a1fb-25fb-41c7-abf8-d708fb077b92,1,1,1
Kate Stafford,1,1,1
1800 to 2008,1,2,1
Timothy Bartholomaus,1,1,1
1919 to 2018,1,1,1
derek strong,1,1,1
brasil,1,2,2
doi:10.18739/A2982G,1,1,1
emperor penguins,1,1,1
DBO3,1,1,1
Serbin,1,1,1
Schlesinger,1,1,1
Martin Jakobsson,1,1,1
2018 to 2019,1,1,1
FRAMES,1,2,1
uma,1,1,1
David Fortin,1,1,1
Alaskan Historical Climatology Network (HCN),1,1,1
oshura-maru,1,1,1
cdicc,1,1,1
Changes in soil,1,1,1
Leah,1,1,1
Monthly,1,1,1
Satellite,1,1,1
EARTH SCIENCE > OCEANS > OCEAN WINDS > WIND STRESS,1,1,1
1603276,1,1,1
delgado,1,1,1
Northwest region of North America,1,1,1
treat,1,1,1
resource_map_doi:10.18739/A2P55DG5N,1,1,1
2010 to 2012,1,1,1
*,1,1,1
13C/12C in atmospheric methane,1,1,1
average temperature,1,1,1
0,1,1,1
ice cores,1,1,1
Daphnia pulex,1,1,1
kolle,1,1,1
august,1,1,1
SUmup,1,1,1
Sustaining and Amplifying the ITEX AON,1,1,1
creator: William Cable,1,1,1
Charles Keeling,1,1,1
Grayling,1,1,1
Lynn Nicole Montgomery,1,1,1
mcguire,1,1,1
nagap 1979,1,1,1
atg035,1,1,1
1314156,1,1,1
HDF5,1,1,1
synoptic discharge,1,1,1
heather lynch,1,1,1
10.3334/CDIAC/otg.ndp063,1,1,1
ARCSS grid,1,1,1
1989 to 2018,1,1,1
NCDC,1,2,2
cross island,1,1,1
morpho,1,1,1
timothy,1,1,1
co. ltd,1,1,1
Arctic Council,1,1,1
sine,1,1,1
north atlantic,1,1,1
1934 to 2014,1,1,1
women empowerment,1,1,1
commute,1,1,1
Zanotti,1,1,1
Biomass Carbon in Tropical Southeast Asian,1,1,1
https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/637/3,1,1,1
DBO SWL,1,1,1
Temperature at the poles,1,1,1
1920 to 2018,1,1,1
polynja,1,1,1
Ice Mass Balance,1,1,1
Ben W. Abbott,1,1,1
snow coverage,1,2,2
10.3334/CDIAC/00001_V2012,1,1,1
Yakutsk,1,2,2
urn:uuid:2975d5d6-8da0-4104-8ffa-e08b0dca06f7,1,1,1
ricketta,1,1,1
1504191,1,1,1
doi:10.18739/A2HF7Z,1,2,1
10.3334/CDIAC/otg.ndp028,1,1,1
10.3334/CDIAC/00001_V2017.,1,2,2
Caitlin,1,1,1
Bog Site,1,1,1
vapor pressure density,1,1,1
doi:10.3334/CDIAC/ATG.DB1007,1,2,2
carbon AND flux,1,1,1
GAGE,1,1,1
permafrost greenhouse gas,1,1,1
NDP-026,1,2,1
2008D,1,2,2
Alaskan Historical Climatology Network,1,1,1
SWL15 CTD,1,1,1
Robert Campbell,1,1,1
acidity,1,1,1
2012_2013_winter_E1_temperature.csv,1,1,1
2010H,1,2,2
NDP-019,1,1,1
10.3334/CDIAC/FFE.MONTHLYISOMASS.2009,1,1,1
Health,1,1,1
russia meteorological stations,1,1,1
particulate carbon,1,1,1
fluxnet,1,1,1
drypehr,1,1,1
"Goldman, Amy E",1,2,2
additioanlInfo,1,1,1
meterology,1,1,1
Barometric pressure,1,1,1
silica,1,1,1
moose,1,1,1
carbonic gas emission,1,1,1
socio,1,1,1
Glacier calving,1,1,1
tampa,1,1,1
doi:10.18739/A2VP16,1,1,1
https://orcid.org/0000-0003-4997-2495,1,1,1
amsterdamn,1,1,1
orcid.org/0000-0003-4997-2495,1,1,1
strix pacific northwest,1,1,1
data logger,1,1,1
2020 to 2017,1,1,1
sulfur,1,1,1
metric,1,1,1
Kutz,1,1,1
10.18739/A21D5H,1,1,1
militarization,1,1,1
doi:10.18739/A2R37P,1,1,1
doi:10.3334/CDIAC/CLI.NDP070,1,2,1
carbonate,1,1,1
2012 to 2011,1,1,1
Obrist,1,2,1
PHILIPPINES,1,1,1
Seth Campbell,1,1,1
"abundance""",1,1,1
1928 to 2018,1,1,1
Generalized Boosting Models,1,1,1
ç,1,1,1
Energy Use,1,1,1
kopri,1,2,1
mesosphere,1,2,1
doi:10.5065/D6CJ8BNJ,1,5,4
ek80,1,2,1
"Arctic Nutrient Database 1904-2000 [Cota G., L. Pomeroy]",1,1,1
CSIRO GASLAB Flask Sampling Network,1,1,1
isPublic:false,1,1,1
additioanl,1,1,1
Education,1,1,1
Brazil,1,2,2
metadata,1,1,1
Atmospheric CH4 Concentrations from the CSIRO GASLAB,1,1,1
10.18739/A2856N,1,1,1
jason beringer,1,1,1
Atmospheric Hydrogen Mixing Ratios,1,1,1
WHOI,1,1,1
total alkalinity,1,1,1
Soil carbon,1,1,1
global CO2 concentrations,1,1,1
Recent Greenhouse Gas Concentrations,1,1,1
extreme weather,1,1,1
doi:10.18739/A2CZ3244X,1,1,1
2004 to 2008,1,1,1
PC,1,1,1
doi:10.18739/A2D25G,1,1,1
glacier stake mass,1,1,1
10.3334/CDIAC/ATG.039,1,1,1
520578,1,1,1
detrick,1,1,1
doi:10.18739/A2T63T,1,1,1
dnali,1,1,1
doi:10.18739/A2BS2Z,1,1,1
LONG,1,1,1
https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/576/7,1,2,2
ice thinkness,1,1,1
height,1,1,1
indonedia,1,1,1
meehan,1,2,2
eddy covariance data,1,1,1
Gakona4,1,1,1
zhang AND 2003,1,1,1
net biome production,1,1,1
Ogunru,1,1,1
1978 to 1978,1,1,1
model output,1,1,1
John Walsh,1,2,1
HDF,1,1,1
1304040,1,4,2
1560908,1,1,1
pingo data,1,1,1
spectral reflectance measurements,1,1,1
tair temperature,1,1,1
shorebird hunting,1,1,1
612391,1,1,1
DB1004,1,1,1
Snow Water Equivalent,1,1,1
"Niwot Ridge, Colorado",1,1,1
hly,1,2,2
ndp_30,1,1,1
1800 to 2006,1,2,1
Bonanza Creek temperature,1,1,1
Center,1,1,1
snownet,1,2,1
.pro,1,1,1
10.18739/A2cz6h,1,1,1
15N,1,1,1
greenland surface,1,1,1
DBO7,1,1,1
john,1,1,1
howat,1,1,1
ESS-DIVE,1,1,1
20 year smoothed CO2,1,1,1
global one degree,1,1,1
Sherr,1,1,1
2015 to 1994,1,1,1
karen frey,1,1,1
pacific artic,1,1,1
fuel,1,1,1
30,1,1,1
ndp026b,1,3,1
the,1,2,1
ryan choi,1,1,1
top2014,1,1,1
"\,",1,1,1
EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC TEMPERATURE,1,1,1
csv\,1,1,1
andres,1,2,1
sea level,1,1,1
seaice,1,1,1
Robert G. Campbell,1,2,1
.pbch,1,1,1
Density_Understory,1,1,1
vele,1,1,1
1799 to 2018,1,1,1
"Photos of frozen core, Itkillik River",1,1,1
moody,1,1,1
Arctic Great Rivers,1,1,1
urn:uuid:6753caec-9359-48a7-99a8-91914c92200b,1,1,1
pnnl,1,1,1
weight,1,3,2
1800 to 1997,1,1,1
Global Fossil-Fuel CO2 Emissions,1,1,1
10.3334/CDIAC/ATG.026,1,1,1
a,1,1,1
.bcph,1,1,1
closed path,1,1,1
CO2sys,1,1,1
heat content,1,1,1
doi:10.18739/A20C4G,1,1,1
ess-dive-154016ef66486ad-20180716T152655050087,1,2,2
2160 to 2018,1,1,1
doi:10.18739/A2K82Z,1,1,1
AO,1,1,1
1951 to 2018,1,1,1
https://arcticdata.io/metacat/d1/mn/v2/object/urn%3Auuid%3Aae6237a1-ac1b-4282-87a5-99f1ab0d11a5,1,1,1
precipitation data,1,1,1
lake water hourly time series,1,1,1
doi:10.18739/A2BC3SW68,1,1,1
marine mammal watch,1,1,1
Alert,1,1,1
antony,1,1,1
auin post,1,1,1
fgdc,1,1,1
Power curve,1,1,1
carbON,1,1,1
Global methane budget,1,1,1
Hadcrit,1,1,1
10.5065/D6MS3QVG,1,2,2
Cloud Climatology for Land Stations Worldwide,1,1,1
mekong,1,1,1
GHG,1,1,1
energy budget,1,1,1
CSIRO GASLAB,1,2,2
er,1,2,2
polysaccharid,1,1,1
Group DBO,1,1,1
Water Table Depth (WTD),1,1,1
Howard Feder,1,1,1
US,1,1,1
urn:uuid:b3dc11f5-95e8-4f30-bef9-82464398bc5f,1,1,1
Fossil-Fuel CO2 Emissions by Nation,1,1,1
Matthew H Johnson,1,1,1
cec,1,1,1
stoker,1,1,1
atmospheric co2,1,1,1
Halocarbons,1,1,1
Creamer's Field data,1,1,1
eagle,1,1,1
"Arctic Data Center: Water temperature, salinity, and position-geographic data taken from seal tags, in coastal Greenland from 2010-08-31 to 2012-05-14.",1,1,1
1996 to 1998,1,4,2
cnv,1,1,1
owen mason,1,1,1
carbon footprint,1,1,1
Global Annual Temperature,1,1,1
doi:10.5065/D6WS8RBJ,1,4,2
greenland aquifor,1,1,1
cold war,1,1,1
euschirchin,1,1,1
switchyard,1,1,1
1504934,1,1,1
1203146,1,1,1
ndb026,1,1,1
1949 to 2018,1,1,1
Triple Oxygen Isotopes,1,1,1
sap flux,1,1,1
ffe,1,1,1
Chlorophill,1,1,1
nbp,1,1,1
Atmospheric Methyl Chloride,1,1,1
ilamb,1,1,1
avian,1,1,1
Meehan,1,1,1
chambers,1,1,1
fukamachi,1,1,1
nonmethane hydrocarbons,1,1,1
Nor,1,1,1
poSS,1,1,1
Larch tree,1,1,1
Khromov_RUSALCA_AugSep2012_MMWatch_DBOregionscolor_format_DP.xlsx,1,1,1
morrill,1,1,1
Greenland snow albedo,1,1,1
snow pit,1,1,1
Arctic Council CAFF/PAME,1,1,1
Keeling CO2 data,1,1,1
Phase 1 Free Air,1,1,1
selawik,1,1,1
open path,1,2,1
EARTH SCIENCE > CLIMATE INDICATORS > CRYOSPHERIC INDICATORS > GLACIAL MEASUREMENTS > GLACIER MASS BALANCE/ICE SHEET MASS BALANCE,1,1,1
soil methan elevels,1,1,1
teshekpuk,1,1,1
doi:10.5065/D6TX3CGN,1,1,1
wellington,1,1,1
Mass of CO2 Emissions,1,1,1
10.3334,1,1,1
rhizosphere,1,1,1
gothic,1,1,1
glacier map,1,1,1
Summit Station,1,1,1
joern,1,1,1
extreme summer,1,2,2
november,1,2,2
3.45 N 101.2 E,1,1,1
10.18739/A24G3C,1,1,1
1840 to 2018,1,1,1
autonomous ice mass,1,1,1
0000-0002-7549-9307,1,1,1
glaier,1,1,1
doi:10.18739/A2ZR3K,1,1,1
doi:10.18739/A24F1MH89,1,1,1
habicht,1,1,1
resource_map_urn:uuid:e3984266-3dd5-404b-94ce-70be628fdfd4,1,2,1
ice age year A.D.,1,1,1
May-15,1,1,1
rachel,1,2,1
2046 to 2018,1,1,1
urn:uuid:a76e498b-6fb3-4a27-8e21-95b5d1ba0cca,1,1,1
2159 to 2018,1,1,1
korea,1,2,2
sea temperature,1,1,1
Global emissions,1,1,1
Benn,1,1,1
2043 to 2018,1,1,1
1800 to 2013,1,1,1
coastal hazards,1,1,1
doi:10.18739/A2PH3P,1,1,1
pinus,1,1,1
natural gas,1,1,1
凑,1,1,1
