event_label,users,total_events,unique_events
antarctica,1,1,1
aem,1,1,1
fungi,1,1,1
Greenland surface energy,1,1,1
1982 to 2015,1,1,1
Sub-Surface,1,1,1
Chapin,1,2,2
(ITP) 53,1,1,1
"Ristovska, Sandra",1,1,1
James,1,1,1
1964 to 1967,1,1,1
1996 to 2014,1,1,1
aleutian,1,1,1
Sir Wilfrid Laurier,1,1,1
people migration,1,1,1
kachel,1,2,1
mpl,1,1,1
"Bhagawati, D.",1,1,1
Bering SEa Program,1,1,1
MAtthew Jones,1,1,1
Sneed,1,1,1
hill,1,1,1
ellen,1,1,1
beatty,1,3,3
Carbon and nitrogen isotopes and,1,2,1
permafrost line,1,1,1
(ITP)49,1,1,1
10.18739/A28P42,1,1,1
DBO2,1,1,1
IABP,1,3,3
ppm,1,2,1
Xiaofeng Liu,1,4,3
balog,1,2,2
victoria hill,1,1,1
doi:10.18739/A20H1Q,1,1,1
PacMARS Integrated Chlorophyll-a,1,1,1
EARTH SCIENCE > CRYOSPHERE > SNOW/ICE > SNOW COVER,1,1,1
Tempest Lake,1,1,1
Edward D. Cokelet,1,1,1
thickness,1,1,1
rawinsonde,1,1,1
"Distributed Biological Observatory (DBO), Conductivity-Temperature-Depth (CTD) data along DBO4, from 2011 CSESP on the Westward Wind",1,1,1
bering ecosystem study,1,1,1
1800 to 1958,1,1,1
virus,1,1,1
kathy kelsey,1,1,1
Pratt,1,1,1
temperatures,1,1,1
greenland density,1,1,1
Leah Trafford McRaven,1,1,1
compound specific,1,1,1
Jacobsen,1,1,1
weingartner,1,1,1
Nolin,1,1,1
alaska river,1,1,1
(ITP) 41,1,1,1
Bryce Mecum,1,1,1
Brook,1,2,1
Bonanza Creek LTER,1,3,1
interpsonde,1,2,1
Kongsfjorden,1,1,1
Canadian Arctic River Flows (SCARFS),1,1,1
radar,1,2,1
Rebecca Woodgate,1,1,1
ULS,1,1,1
HLY0601,1,1,1
speed,1,1,1
10.18739/A2967P.,1,1,1
13.706,1,1,1
toolik meteorological,1,1,1
meteorological,1,1,1
1417772,1,1,1
seabird,1,2,1
ivotuk flux data,1,1,1
schiff,1,1,1
lora koenig,1,1,1
doi:10.18739/A28Z3F,1,4,1
1992 to 1993,1,1,1
oil economy,1,1,1
van den broeke,1,1,1
bsierp,1,1,1
Choi,1,1,1
2009 to 2012,1,1,1
scott sillet,1,1,1
itp37,1,1,1
consumption,1,1,1
Howard Feder,1,1,1
Soil temperature at different depths Vladimir E. Romanovsky,1,1,1
Smith and Ashley 1985. Proglacial lacustrine environments,1,1,1
bogan,1,1,1
Depolarization lidar measurements,1,1,1
David Sayres,1,2,2
0,1,1,1
bottle chemistry north pole,1,1,1
cortes E1,1,1,1
doi:10.18739/A2556Q,1,1,1
rhodes,1,1,1
Ceilometer measurements,1,1,1
ESRI Data,1,1,1
1800 to 2012,1,1,1
vladimir william cable,1,1,1
alexei pinchuk,1,1,1
Beaufort Gyre Exploration Project,1,1,1
Sumup,1,1,1
arctic fox,1,1,1
codemeta,1,1,1
heat,1,1,1
http://orcid.org/0000-0002-7104-5009,1,1,1
eric kleiin,1,1,1
urn:uuid:8333efd4-b092-438a-b19b-b6398e9cc37b,1,1,1
belowground,1,1,1
lemmus,1,1,1
SWL14,1,1,1
collaboartive,1,1,1
kurupa,1,2,2
Streletski,1,1,1
arctic buoy,1,1,1
"glaciers, 1993.",1,1,1
Joy S. Clein,1,3,3
http://orcid.org/0000-0002-4552-4313,1,1,1
bacteria,1,1,1
Arctic carbon,1,1,1
1950 to 2015,1,1,1
"water temperature, lake",1,1,1
Annika,1,1,1
Towards an Arctic Observin,1,1,1
Glacial Sedimentary Environments 1985,1,1,1
rabies,1,1,1
urn:uuid:b5995675-ea92-4268-b1ab-f9717862875b,1,1,1
"Alaska, Columbia Glacier",1,1,1
water velocity,1,1,1
William Cable,1,1,1
holister,1,1,1
Brice Loose,1,1,1
AWK13,1,1,1
2006 to 2011,1,1,1
HLY0802,1,1,1
Daphnia,1,1,1
Terrestrial Linkages to Microbial and Metazoan Communities in Coastal Ecosystems of the Beaufort Sea.,1,1,1
481.148,1,1,1
Meltwater,1,1,1
gulf of alaska,1,1,1
1989 to 1997,1,1,1
1012.083,1,1,1
SEA LEVEL RISE,1,1,1
methanesulfonic acid,1,1,1
EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > PERMAFROST,1,1,1
Methanesulfonate,1,1,1
1957 to 2015,1,1,1
daksha,1,1,1
DOI:10.18739/A2BQ1W,1,1,1
Subannual isotopic composition of nitrate,1,1,1
hly1104,1,2,1
Photo,1,1,1
ferbruary,1,1,1
fortin david,1,1,1
hly13,1,1,1
stellers,1,1,1
13.823,1,1,1
poss,1,1,1
1796 to 2017,1,1,1
sean cahoon,1,1,1
Zooplankton genetics,1,1,1
Bergin,1,1,1
chris polashenski,1,2,2
Prentiss,1,1,1
13.112,1,1,1
subsistence harvest,1,1,1
undecomposed organic,1,1,1
The purpose of this Ground-Penetrating Radar (GPR) data set was to quantify winter snow accumulation hydrological contributions separately from the glacierized,1,2,1
2006 to 2012,1,1,1
Gamm,1,1,1
%,1,1,1
chordata,1,1,1
Lily Zhag,1,3,1
EARTH SCIENCE,1,1,1
13.841,1,1,1
Steiglitz,1,1,1
orcid.org/0000-0001-5912-8074,1,1,1
Kathryn Catlin,1,1,1
Salmon,1,1,1
13.732,1,1,1
snow cover,1,1,1
glacier 1994,1,1,1
1955 to 2015,1,1,1
13.527,1,1,1
COOPER,1,1,1
13.102,1,1,1
lake linne,1,1,1
alexei,1,1,1
13.602,1,1,1
etad,1,1,1
net ecosystem exchange,1,1,1
mercury fish,1,1,1
1975. Roll 2 tiffs,1,1,1
13.126,1,1,1
sayres,1,1,1
13.528,1,1,1
lincoln sea,1,1,1
13.115,1,1,1
HOTRAX,1,1,1
Photogrametric,1,1,1
freeze,1,1,1
*,1,1,1
doi:10.18739/A20M3H,1,2,2
cenozoic,1,1,1
Jacobs,1,1,1
13.122,1,1,1
1500931,1,1,1
iles,1,1,1
doi:10.18739/A2P071,1,1,1
metaproteome,1,1,1
河流,1,1,1
webb,1,1,1
Jason Gilmore,1,1,1
Thorp,1,2,1
481.108,1,1,1
Long term,1,1,1
Arctic Dipole,1,1,1
military,1,1,1
glacier melting,1,1,1
frost,1,1,1
gulkana permafrost,1,1,1
HOLLISTER,1,1,1
oerchel,1,1,1
derek,1,2,1
cycling,1,1,1
storm,1,1,1
Nuki Lake,1,1,1
lake linné,1,1,1
"Boden, T.",1,1,1
brice,1,1,1
susceptibility,1,1,1
sagwon,1,1,1
marine life,1,1,1
AB,1,2,1
jACQUELINE GREBMEIER,1,1,1
1142517,1,2,2
Niagra Creek Stream,1,2,2
Canada gas,1,1,1
geological survey,1,1,1
Arctic Buoy Program,1,1,1
CTD ocean cast,1,1,1
ben,1,1,1
arctic travel,1,1,1
shainin lake,1,2,1
1970,1,4,1
Davis Strait 2011-2013,1,1,1
imnaviat,1,1,1
Scott,1,1,1
13.519,1,1,1
Von P.,1,1,1
13.312,1,1,1
MOORING,1,1,1
Floods,1,1,1
glacial ice melt in the arctic,1,1,1
woody debris,1,4,2
bpch,1,1,1
derek vtaylor,1,1,1
EARTH SCIENCE > BIOSPHERE > AQUATIC ECOSYSTEMS > PLANKTON > ZOOPLANKTON,1,1,1
2022 to 2017,1,1,1
sea ice leads,1,1,1
APP-x,1,1,1
tide,1,1,1
plutonium,1,1,1
Buoy5,1,1,1
Sir Wilfrid Laurier (SWL) Bottle data 2015. Arctic Data Center,1,1,1
Glacier 1995,1,1,1
19671984 to 1984,1,1,1
doi:10.18739/A2336D,1,1,1
1797 to 2017,1,1,1
Fish,1,2,2
salzman,1,1,1
ground-based sea ice,1,1,1
xlsx csv,1,1,1
shaver,1,2,1
prudhoe bay,1,2,1
detlev Helmig,1,1,1
decomposition,1,1,1
national park service,1,2,2
caloric,1,1,1
13947.1,1,1,1
frey,1,1,1
hdf5,1,1,1
Snowpack gas concentrations,1,1,1
Columbia Glacier,1,1,1
muskoxen,1,1,1
Continuation of the of Ice-Tethered,1,2,2
Air-snow exchange fluxes,1,1,1
genetics 2013,1,1,1
carlosn,1,1,1
ludwig,1,1,1
grosse,1,1,1
byrd,1,1,1
roll 6,1,1,1
fjord ctd,1,1,1
land_based,1,1,1
arctic observing network,1,1,1
usgs,1,2,1
Robert S. Pickart,1,1,1
13.831,1,1,1
1983 to 2015,1,1,1
RCM,1,1,1
wader,1,1,1
duplicate,1,1,1
summit hydrocarbon,1,2,1
september,1,1,1
13.314,1,1,1
calidris,1,1,1
land use,1,1,1
ilulssat,1,1,1
eming,1,1,1
13.713,1,1,1
13.521,1,1,1
tausen,1,1,1
Weingartner,1,1,1
jennifer hutchings,1,1,1
Saltzman,1,1,1
rusaem,1,2,1
public,1,1,1
Bigelow,1,1,1
2003 to 2003,1,3,2
"ARCTIC RESRCH SUPPRT & LOGISTI, CYBERINFRASTRUCTURE & SENSORS, POLAR CYBERINFRASTRUCTURE, POLAR CYBERINFRASTRUCTURE, ARCTIC RESRCH SUPPRT & LOGISTI",1,1,1
EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC TEMPERATURE,1,1,1
Timothy Stanton,1,1,1
organic carbon,1,1,1
dendrochronology,1,1,1
ching,1,1,1
isotopes,1,1,1
coast carbon,1,1,1
Micropulse lidar measurements,1,1,1
Craig Tweedie,1,1,1
13.106,1,1,1
moss,1,1,1
doi:10.18739/A2N604,1,1,1
NPEO20,1,1,1
okkonen,1,1,1
gcms,1,1,1
surface energy budget,1,1,1
GREENLAND ICE SHEET MELTING,1,2,1
13.121,1,1,1
arctic shorebird demographics network,1,1,1
karen frey,1,1,1
1203990,1,2,2
13.513,1,1,1
1986 to 2016,1,1,1
Paul E. Renaud,1,1,1
akiak,1,2,2
hly-13,1,2,1
-1 to 2017,1,1,1
kis=rshfield,1,1,1
Roger Anderson,1,1,1
"Resolving centennial- to millennial-scale trends in glacier extent and lake sedimentation in the Brooks Range, Arctic Alaska. NSF Arctic Data Center. urn:uuid:19d283ee-2a60-45c8-831e-18c461b52018.",1,1,1
eagle,1,1,1
IABP AB,1,1,1
warming drying carbon balance,1,1,1
na,1,1,1
Teach Coordinator,1,1,1
Continuing the Beaufort Gyre Observing,1,2,2
13.746,1,2,1
1995 glacier,1,1,1
bgos,1,1,1
Challeman,1,1,1
uls,1,1,1
FRIEDMAN,1,1,1
13.454,1,1,1
Frink,1,1,1
snownet,1,1,1
lowe,1,1,1
cdom,1,1,1
trace element,1,1,1
0 to 2017,1,1,1
1975 to 1976,1,1,1
nitrat,1,1,1
akutan,1,2,2
NPP,1,1,1
2000 to 2010,1,1,1
glacier 1993 roll 2,1,2,1
temar,1,2,1
foodwebs,1,1,1
1304040,1,1,1
application/R,1,1,1
switchyard steele,1,1,1
plot,1,1,1
Radiocarbon in dissolved organic and inorganic carbon of the Arctic Ocean,1,1,1
workshop,1,1,1
rryrtyhrthfg gfhr5544,1,1,1
1853 to 2017,1,1,1
shoreline,1,1,1
jbeck,1,1,1
Germar Bernhard,1,1,1
2015 to 2018,1,4,2
deGrandpre,1,2,1
TAWO,1,1,1
Kharp,1,1,1
ground temperature prudhoe bay,1,1,1
shrub-ring,1,1,1
mean temperature,1,1,1
Rowe,1,2,1
roll 3,1,1,1
msa,1,1,1
Eclipse ice core,1,1,1
Passive acoustic data from A2 in the Bering Strait,1,1,1
sumup,1,1,1
Greenland sea,1,1,1
selawik,1,1,1
carbonate isotopes,1,1,1
xl,1,1,1
urn:uuid:08a91469-e207-4805-86da-e698edddfba9.,1,1,1
13.415,1,1,1
cardiovascular,1,1,1
13.452,1,1,1
lorraine,1,1,1
benthic sampling,1,1,1
bioluminescence,1,1,1
13959.5,1,1,1
adam young,1,1,1
2002 to 2017,1,1,1
stafford a2w,1,1,1
chris,1,1,1
Oceans,1,1,1
ship,1,1,1
spiders,1,1,1
Storm,1,1,1
hobbie,1,1,1
Tidewater glacier,1,1,1
13838,1,1,1
1800 to 1956,1,1,1
COLLABORATIVE RESEARCH,1,1,1
NPEO2014,1,2,1
von p walden,1,1,1
radiocarbon,1,1,1
das,1,2,2
basis ctd,1,1,1
Grebmeir,1,1,1
beaufort methane,1,2,1
castellon,1,1,1
"Northwest Territories, Canada",1,1,1
outreach,1,1,1
NASA-U,1,1,1
Panarctic,1,2,2
Jet Propulsion Laboratory,1,1,1
AMAP,1,1,1
2001 to 2005,1,1,1
xinjing,1,1,1
13.125,1,1,1
oil industry,1,1,1
Collaborative Research: Multi-Regional Scale Aircraft Observations of Methane and Carbon Dioxide Isotopic Fluxes in the Arctic,1,1,1
iso-butane,1,1,1
salix ovalifolia,1,1,1
19671996 to 2015,1,1,1
gray whale,1,1,1
spitsbergen,1,1,1
doi:10.18739/A2R32S,1,1,1
481.14,1,1,1
CRREL,1,1,1
JASCHNOV,1,1,1
Multi-Regional Scale Aircraft Observations of Methane and Carbon Dioxide Isotopic Fluxes in the Arctic,1,1,1
second,1,2,1
13.518,1,1,1
Continuation of the,1,1,1
beaufort sea ice,1,1,1
macInnis,1,1,1
changing ice,1,1,1
13.729,1,1,1
EARTH SCIENCE > BIOSPHERE > ECOLOGICAL DYNAMICS > COMMUNITY DYNAMICS > BIODIVERSITY FUNCTIONS,1,1,1
ARCTIC SEA ICE,1,1,1
EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > SOIL TEMPERATURE,1,1,1
1312402,1,1,1
EPPR,1,1,1
Human,1,1,1
arctic shorebird demographics,1,2,2
13.816,1,1,1
"Boden, T. A.",1,1,1
thermistor,1,1,1
13.802,1,1,1
"Ocean water property observations reported from ice-tethered profiler(ITP) #36, Transpolar Drift, 2009",1,1,1
345453 5435345,1,1,1
481.161,1,1,1
1805 to 2017,1,1,1
Benjamin Crosby,1,1,1
KOREA,1,1,1
glacier 1987,1,1,1
barnhart,1,3,3
eager,1,1,1
Amundsen and Nasen Basin,1,1,1
Gi,1,1,1
amboliha,1,1,1
1800 to 1960,1,1,1
poulson,1,2,1
glacial,1,1,1
Briner,1,5,3
1668. roll 3,1,1,1
nesting,1,1,1
Sea Ice,1,1,1
Siberia,1,2,1
Vegetation,1,1,1
kathleen stafford,1,1,1
1204110,1,1,1
Social Indicator,1,1,1
woods,1,1,1
1303965,1,2,2
flower phenology,1,1,1
Surface Mass Balance and Snow Depth on Sea Ice Working Group,1,1,1
Bering Ecosystem,1,1,1
dammann,1,1,1
eureka,1,2,2
13.12,1,1,1
Linnedalen,1,1,1
stabeno,1,4,1
Biogeochemistry,1,1,1
trails,1,1,1
13.712,1,1,1
1304755,1,1,1
light,1,1,1
to 1995,1,1,1
arctic eis zooplankton,1,1,1
Joseph,1,1,1
data dup,1,1,1
U-pb,1,1,1
primate,1,1,1
Andres,1,1,1
PacMARS benthic,1,1,1
industry,1,1,1
481.127.,1,1,1
2012 to 2013,1,1,1
Summit sodar,1,1,1
13.801,1,1,1
snow pit,1,2,1
new jersey,1,1,1
Edward Brook,1,1,1
WAIS,1,1,1
1954 to 2015,1,1,1
2006 to 2016,1,1,1
oberbauer misp,1,1,1
robert campbell,1,1,1
1339465,1,1,1
wooler,1,2,2
co2m,1,1,1
to,1,1,1
staffrod,1,1,1
barrow mass balance,1,1,1
MMCR,1,1,1
Whale,1,1,1
morison,1,1,1
erik klein,1,1,1
farming,1,1,1
Kevin Arrigo,1,1,1
2005 to 2017,1,1,1
aerosol optical depth,1,1,1
doi:10.18739/A2SH27,1,1,1
ARCTIC OCEAN > BEAUFORT SEA,1,1,1
Millimeter Cloud Radar,1,2,2
precip,1,1,1
kathleen m. stafford,1,2,1
1967 to 1968,1,1,1
2009 to 2016,1,1,1
Shiefer,1,1,1
calanus,1,1,1
Depth,1,1,1
methanbe,1,1,1
anaktuvuk river,1,1,1
eric klein,1,9,8
222RN/226Ra,1,1,1
astronomy,1,1,1
1023396,1,1,1
LW Cooper,1,1,1
urn:uuid:5a112834-74f7-4930-ab95-a6110f30e928.,1,1,1
Walrus,1,1,1
Cloud and aero,1,1,1
akademii nauk,1,1,1
kodiak,1,1,1
bouy,1,1,1
surface energy summit,1,1,1
Csank,1,4,3
ice chart,1,1,1
derek taylo,1,1,1
1023477,1,1,1
481.154,1,1,1
anthony,1,2,1
14_79,1,2,1
contaminants,1,2,1
seasonality,1,1,1
20 to 2017,1,2,2
petrology,1,1,1
50 years,1,1,1
226Ra,1,1,1
(ITP) 32,1,1,1
marsh,1,1,1
eddy covariance,1,2,2
soil temperatures,1,2,2
table,1,1,1
snow water,1,1,1
triassic,1,1,1
ARCTIC OCEAN > CHUKCHI SEA,1,1,1
n-alkane,1,1,1
1984 to 1987,1,1,1
eicken sizonet,1,1,1
damocles,1,1,1
wendy ermold,1,1,1
(ITP)51,1,1,1
Ina Smith,1,1,1
O-Buoy10,1,1,1
Great RIvers,1,1,1
Radium,1,1,1
bio mass,1,1,1
13.703,1,1,1
481.118,1,1,1
beth 129,1,1,1
taxonomic,1,1,1
pruhoe bay,1,1,1
atqasu,1,1,1
IMB,1,2,1
1637459,1,1,1
Carbon Kling,1,1,1
"summit, greenland density",1,1,1
10.18739/A23T0C,1,1,1
1800 to 1961,1,1,1
volcanic,1,1,1
106,1,1,1
Radville,1,1,1
13.8,1,3,1
Ross Powell,1,1,1
481.143,1,1,1
481.157,1,1,1
1418000,1,2,1
lynch,1,1,1
SWL13,1,1,1
13.709,1,1,1
2021 to 2017,1,1,1
Petrov,1,1,1
arctic-data.10045.1,1,1,1
lopc,1,1,1
mete kaufman,1,1,1
Larry D. Hinzman,1,1,1
vostok,1,1,1
1991 to 2017,1,1,1
siberian permafrost,1,1,1
kharp,1,1,1
13.817,1,1,1
Biology,1,1,1
soil nitrogen,1,2,1
ocean tempature,1,1,1
CTD Carin,1,1,1
MAR 3.5.2,1,1,1
PAERI,1,1,1
https://orcid.org/0000-0002-0052-8580,1,1,1
Bigdeli,1,2,2
community,1,1,1
open top chamber,1,1,1
leak,1,1,1
HG,1,1,1
Tectonics,1,1,1
Julia Collins,1,1,1
Polar Atmospheric Emitted Radiance Interferometer measurements,1,1,1
western alaska,1,1,1
Evelyn B. Sherr,1,1,1
rickets,1,1,1
1985 to 2015,1,1,1
Ocean organic,1,1,1
glacialis,1,1,1
robert jespersen,1,1,1
Characterizing the Roles of Atmospheric Structure,1,1,1
ice mass,1,1,1
zimmerman,1,1,1
percent cover,1,1,1
jana pierce,1,1,1
Webb,1,1,1
carbon distribution,1,1,1
1996 to 1995,1,1,1
california,1,1,1
Ochs,1,1,1
Natalie boelmam,1,1,1
481.117,1,1,1
geosummit,1,1,1
doi:10.18739/A27T10,1,1,1
1304613,1,1,1
Feng Sheng Hu,1,1,1
"current elevation certificate for Barrow, Alaska",1,1,1
"The overall project assessed the linkages and controls of a subarctic glacier-permafrost hydrological system from a watershed-scale perspective using field measurements, remote sensing and numerical modeling.",1,1,1
"glacier, 1993. Roll 2",1,1,1
Eric Klein,1,2,2
(ITP) 55,1,1,1
matt evans,1,1,1
asdn,1,1,1
481.145,1,2,1
13.743,1,1,1
cobalt,1,1,1
IceTrendr Pilot,1,1,1
O buoy5,1,1,1
Wang,1,1,1
cascade,1,5,4
Digital,1,1,1
Donald A. (Skip) Walker,1,1,1
http://orcid.org/0000-0003-0039-5025,1,1,1
marie lowe,1,1,1
Radiosonde,1,1,1
orca,1,2,1
Peters,1,1,1
hly 1003,1,1,1
Southwest Greenland Lake Mixing Experiment,1,1,1
greenland melt,1,1,1
Soil Science,1,1,1
Fire severity,1,1,1
1911 to 2015,1,1,1
13.412,1,1,1
1945 to 2013,1,1,1
bronk,1,2,1
13.52,1,1,1
lehigh,1,1,1
snow fence,1,1,1
1203784,1,2,1
1993 to 1996,1,1,1
hly,1,3,3
2000 to 2012,1,1,1
paleomag,1,1,1
beaufort gyre,1,1,1
Toolik snowpack,1,1,1
farran,1,1,1
doi:10.18739/A2FT3M,1,1,1
1967 to 1995,1,2,1
481.124,1,1,1
indiginous,1,1,1
barrow 2,1,1,1
bestflux,1,1,1
Fahnestock,1,1,1
2013 climate data for eddy flux platform on Toolik Lake,1,1,1
Westward,1,1,1
Pu,1,1,1
Sea_ice_and_locational_grouping_parameters.csv,1,1,1
1978 to 1992,1,2,2
Shaninin,1,1,1
13.612,1,1,1
UVP,1,1,1
Nitrate,1,1,1
19671968 to 2015,1,1,1
kaden,1,1,1
resistivity,1,1,1
Alix,1,1,1
kawerak,1,1,1
DMS,1,1,1
austin 1993,1,1,1
O-Buoy ozone,1,1,1
asteroidae,1,1,1
13.824,1,1,1
Artic GRO,1,1,1
r4d,1,1,1
Michael Steele,1,1,1
douglas,1,3,2
Morison,1,1,1
qualitative,1,1,1
13.403,1,1,1
atmosph* temperature,1,1,1
sir wilfrid laurier bottle data 2015,1,1,1
Deadhorse,1,1,1
Frank Bahr,1,1,1
oxygen:argon gas ratio,1,1,1
13.107,1,1,1
Martin,1,1,1
custom,1,1,1
Calanus,1,1,1
canine,1,1,1
michael,1,1,1
13.109,1,2,1
1993. roll 2 tiffs,1,1,1
Integrated characterization of,1,1,1
arctic shorebird demoraphics network,1,1,1
urn:uuid:89ea4820-fafa-4707-be2f-35f7db6fa51d,1,1,1
481.146,1,1,1
telson,1,3,3
bayar,1,1,1
integration and modeling,1,1,1
radville,1,1,1
life,1,1,1
homo,1,1,1
1977 to 1978,1,1,1
mathis,1,1,1
sipler,1,1,1
10.3334/cdiac/atg.ndp049,1,2,2
NML,1,1,1
jorgenson,1,1,1
doi:10.18739/A2WD3H,1,2,2
doi:10.18739/A28S5G.,1,1,1
ocean change,1,1,1
frester,1,1,1
"Ceilometer Cloud Base Height Measurements at Summit Station, Greenland",1,1,1
Khromov,1,1,1
EARTH SCIENCE > BIOSPHERE > AQUATIC ECOSYSTEMS > MARINE HABITAT,1,1,1
1800 to 2013,1,1,1
rastetter,1,1,1
chikchi,1,1,1
13.82,1,1,1
4f11beef-49c5-4b70-9ef9-cd97f2172395,1,1,1
greibmeir,1,1,1
Don Stott,1,1,1
Millimeter Cloud Radar Page,1,1,1
atq 201,1,1,1
doi:10.5065/D68doi:10.5065/D689140J9140J,1,1,1
(ITP) 54,1,1,1
file format,1,1,1
rainer lohmann,1,2,2
SEA LEVEL RISE AND GREENLAND ICE SHEET MELTING,1,1,1
to 2017,1,1,1
GROUND,1,1,1
study length,1,1,1
airport road,1,1,1
2007 to 2016,1,1,1
artic,1,1,1
tek,1,1,1
Canberra,1,1,1
doi:10.18739/A22W48,1,1,1
13.504,1,1,1
Zinck,1,1,1
Helmig,1,1,1
Small Canadian Arctic river,1,1,1
nitrogen isotopes,1,1,1
John Toole,1,1,1
Oickart,1,1,1
lattanzi,1,1,1
EARTH SCIENCE > OCEANS > AQUATIC SCIENCES > FISHERIES,1,1,1
481.122,1,1,1
geology,1,1,1
alaskan economy,1,2,2
13.727,1,1,1
Donatella Zona,1,3,2
arctic shorebird demoraphics,1,1,1
NIMS atqasuk,1,1,1
.rwl,1,1,1
jpeg,1,2,2
13.455,1,1,1
13.509,1,1,1
1968 to 1969,1,1,1
marginal,1,1,1
1921 to 2016,1,1,1
1945 to 2016,1,1,1
1022139,1,2,1
greenland snow chemistry,1,1,1
13.506,1,1,1
Gus,1,1,1
1304202,1,1,1
2007 to 2012,1,1,1
Actinopteyrigii,1,1,1
orcid.org/0000-0003-0039-5025,1,1,1
sea level,1,1,1
Photographs 1993,1,1,1
1544301,1,1,1
Moss Site (Excel),1,1,1
Switchyard,1,1,1
8ecf2d82-895e-44cc-85a9-f623f97568f6,1,1,1
13_113,1,1,1
Eissenstat,1,1,1
Temperature,1,1,1
CTD Arctic 2015,1,1,1
Fukamachi,1,1,1
Canada Basin,1,1,1
Boden,1,2,1
2017,1,1,1
DY14 CTD Profile Data,1,1,1
1989 to 2017,1,1,1
tunu mcconnell,1,1,1
481.141,1,1,1
13.819,1,1,1
shp,1,1,1
Wilhelms,1,1,1
hare,1,1,1
Guido Grosse,1,1,1
cladocera,1,1,1
o3,1,1,1
1802 to 2017,1,1,1
kathleen,1,1,1
geoelectric,1,1,1
13.721,1,1,1
urn:uuid:41bf77c4-2272-417a-8f5e-f32a358aaa69,1,1,1
pipeline,1,1,1
vegetation change,1,1,1
Sharon L. Smith,1,2,1
Lee W Cooper,1,1,1
infectious disease,1,2,2
HLY1003,1,1,1
1417149,1,1,1
Northwest passage,1,1,1
Linne,1,1,1
doi:10.18739/A2002X,1,1,1
1504934,1,1,1
gremeier,1,1,1
Interannual Variability in Carbon Export to the Deep Arctic Ocean,1,2,2
palceholder,1,1,1
2045 to 2012,1,1,1
polar low,1,1,1
Esox,1,1,1
1967 to 1967,1,4,3
Stephen Okkonen,1,1,1
harris,1,1,1
Northern Bering Sea,1,1,1
13.123,1,1,1
481.11,1,1,1
king,1,1,1
1964 to 2015,1,1,1
size:28,1,1,1
wintere6temperaturecsv,1,1,1
rattus,1,1,1
oberbuer,1,1,1
1966 to 1967,1,1,1
joseph mcconnel,1,1,1
Pinchuk,1,1,1
pajela,1,1,1
Susan Crate,1,2,1
oxygen isotope,1,1,1
krill,1,1,1
temperature data,1,1,1
Arctic Council,1,1,1
protected,1,1,1
LIDAR,1,1,1
Lenters,1,1,1
Environmental Sciences,1,1,1
Vulnerability,1,1,1
EARTH REMOTE SENSING INSTRUMENTS > PASSIVE REMOTE SENSING > POSITIONING/NAVIGATION > GPS > GPS > GLOBAL POSITIONING SYSTEM,1,1,1
1546954,1,1,1
NABSO,1,1,1
moorings,1,1,1
13.705,1,1,1
Schiefer,1,1,1
Alaska Pipeline Project,1,1,1
Giganteum,1,1,1
thomas,1,1,1
NORTH AMERICA > GREENLAND,1,1,1
doi:10.18739/A2XZ87,1,1,1
pipel,1,1,1
kml,1,1,1
1994 to 1997,1,1,1
Chu,1,1,1
national science foundation,1,1,1
Nguyen,1,1,1
deadhorse,1,1,1
Crate,1,4,2
DBO Cooper,1,1,1
13.514,1,1,1
Brie Van Dam,1,2,1
https://arcticdata.io/catalog/#view/doi:10.18739/A2KW9T,1,1,1
0,1,1,1
celcius,1,1,1
Glacier 1990,1,1,1
CTD BEST,1,1,1
streletsky,1,1,1
Ecology,1,1,1
urn:uuid:fe241d4a-7052-451d-95e4-2ecd5fbd5c3b,1,1,1
Banta,1,1,1
1958 to 2015,1,1,1
macrobiotic,1,1,1
Passive acoustic data from A4 in the Bering Stra,1,1,1
481.151,1,1,1
Cole-Dai,1,1,1
Cosmochemistry,1,2,1
induction,1,1,1
kienholz,1,1,1
NABOS ULS,1,1,1
cimp,1,2,1
transportation,1,1,1
13.835,1,1,1
dendro,1,1,1
13.451,1,1,1
larry,1,1,1
jakobshavn,1,1,1
13.738,1,1,1
arctic data center,1,1,1
10_04,1,1,1
Hly 09-04,1,1,1
Isotope,1,2,1
jeremy May,1,1,1
econmy,1,1,1
betula nana,1,1,1
Blanchard,1,2,2
1978 to 1979,1,1,1
taxonomy,1,1,1
nonnative,1,1,1
1204233,1,1,1
lapham,1,1,1
joy,1,2,1
tedesco and MODIS,1,1,1
ACADIS,1,1,1
barrow 0916,1,1,1
Obuoy10,1,1,1
Nares Strait,1,1,1
13.813,1,1,1
481.153,1,1,1
-120 230,1,1,1
Public,1,1,1
marine ecosystem,1,1,1
glacier 1997,1,6,5
wilhelms,1,1,1
1979 to 2015,1,1,1
Barrow mooring,1,1,1
Fire,1,1,1
nsf,1,1,1
2003 to 2005,1,1,1
cushion,1,1,1
radon,1,1,1
erik,1,1,1
904050,1,1,1
vulpes,1,1,1
mette,1,1,1
1968. roll 3,1,1,1
marine,1,2,2
"glaciers, 1993",1,1,1
anna,1,1,1
polar atmospheric,1,1,1
Bryce,1,1,1
quaternary,1,1,1
SST,1,1,1
2011 to 2010,1,2,1
