event_label,users,total_events,unique_events
ivonut,1,1,1
a3-data,1,1,1
46.758,1,1,1
urn:uuid:94d9406c-43fc-4de3-ae18-41e94895bf12,1,1,1
joseph mcconnell,1,1,1
Great,1,1,1
greenland discharge,1,1,1
nutrient,1,1,1
tourism,1,1,1
oechel,1,2,2
flywheel arctic,1,1,1
Chukchi Sea,1,1,1
steve,1,1,1
well,1,1,1
KAM12_B2_C10,1,1,1
Simulated Spectra for Autonomous Arctic Infrared Observer,1,1,1
6192.1,1,3,3
"accumulation stakes at Summit, Greenland",1,1,1
Bering Strait Mooring,1,1,1
shup,1,1,1
road,1,1,1
bowhead,1,1,1
eoa,1,1,1
Phenology,1,1,1
Fettweis,1,1,1
arctic-data.6213.3,1,2,1
humboldt,1,1,1
EARTH SCIENCE > OCEANS > OCEAN TEMPERATURE > SEA SURFACE TEMPERATURE,1,1,1
1789 to 2016,1,1,1
Romanovskey,1,1,1
joseoh,1,1,1
2014 to 2010,1,1,1
http://orcid.org/0000-0003-0479-6168,1,1,1
"Welker, Tutakoke field site",1,1,1
сев,1,1,1
Atmosphere.OASIS,1,1,1
"Long-term Measurements and Observations for the International Arctic Research Community on the Kuparuk River Basin, Alaska",1,1,1
.wav,1,1,1
Monica Arienzo,1,1,1
Swift,1,2,2
eisstentat,1,1,1
Station Mike,1,1,1
Collaborative Research: Arctic Horizons: Social Science and the High North,1,1,1
dalton 11 mile,1,1,1
Kenneth H. Dunton,1,1,1
pingo,1,1,1
Zooplankton,1,1,1
operational,1,1,1
335941,1,1,1
EARTH SCIENCE > PALEOCLIMATE > OCEAN/LAKE RECORDS > SEDIMENTS,1,1,1
bottle data,1,1,1
plants,1,1,1
depth transect,1,1,1
arctic_sea_ice_weekly,1,2,1
Holmes and rivder,1,1,1
EARTH SCIENCE > HUMAN DIMENSIONS > POPULATION > POPULATION SIZE,1,1,1
permafrost map,1,1,1
HLY10,1,1,1
schuur,1,1,1
EARTH SCIENCE > CLIMATE INDICATORS > PALEOCLIMATE INDICATORS > ICE CORE RECORDS,1,1,1
10,1,1,1
sea ice movement,1,1,1
1800 to 2006,1,1,1
TPT001,1,1,1
goose-vegetation interactions: implications for biogeochemical cycling in w,1,1,1
mercury snow,1,1,1
Helmig],1,1,1
Holmes and great riveres,1,1,1
PROMICE,1,1,1
Canadian Arctic rivers,1,1,1
632263,1,1,1
ice tongues,1,1,1
Mooring B 2011-2012,1,1,1
Calon,1,1,1
Acoustic Nansen,1,1,1
biogeochem tundra,1,1,1
urn:uuid:25a6bbf5-e24a-4ec1-8da3-54a181ec4ac2,1,1,1
"Carin Ashjian, Robert Campbell, and Stephen Okkonen. 2016. Annual Observations of the Biological and Physical Marine Environment in the Chukchi and Nearshore Beaufort Seas near Barrow, AK: 2015 Niskin Bottle Data with Accompanying Hydrography. NSF Arctic Data Center.",1,1,1
EARTH REMOTE SENSING INSTRUMENTS > PASSIVE REMOTE SENSING > PHOTON/OPTICAL DETECTORS > CAMERAS > ASC > ALL-SKY CAMERA,1,1,1
icecam,1,1,1
arctic-data.9383.1,1,1,1
liam frink,1,1,1
1108306,1,1,1
lake transect,1,1,1
equilibrium,1,1,1
1917 to 2015,1,1,1
thickness,1,3,2
doi:10.18739/A2HH00,1,1,1
camil;,1,1,1
SHEBA hydrographic,1,1,1
temp,1,1,1
PLR1108425444,1,1,1
arcss,1,2,1
traditional knowledge,1,3,2
urn:uuid:561f3583-952d-4769-a7f7-0535aaedabfe,1,1,1
beth caissie,1,1,1
mayweski,1,1,1
ice sheet motion,1,1,1
1809 to 2016,1,1,1
cameronplateau,1,1,1
12016 to 2016,1,1,1
Bering Strait,1,1,1
urn:uuid:78578d5e-f29a-4087-a708-ff31d3e5fad3,1,1,1
SWL,1,1,1
gis,1,2,2
11 mile of dalton highway,1,1,1
1979 to 2012,1,1,1
stoecker,1,1,1
PACMARS,1,1,1
Mooring B 2003-2004,1,1,1
GDP,1,1,1
http://orcid.org/0000-0001-9790-3510,1,1,1
ivotuk,1,2,1
Hongsheng,1,2,1
Wobus,1,1,1
beaufort sea 2007,1,1,1
marine activity,1,1,1
Continuing the Beaufort Gyre Observing System,1,3,2
orcid.org/0000-0001-7324-3159,1,1,1
2004,1,2,2
Drew,1,1,1
chellman,1,1,1
tethered,1,2,2
mammals,1,1,1
teshekpuk,1,1,1
1417815,1,1,1
toolik lake,1,1,1
Matthew Alkire,1,1,1
rock,1,1,1
winter_cruise,1,1,1
Andrew Jacobson,1,1,1
eloka,1,2,1
great rivers,1,1,1
buoy15,1,1,1
Mcguire,1,1,1
1945 to 1951,1,1,1
B. Bowden,1,1,1
Sensitivity,1,1,1
david beilman,1,1,1
1931 to 2015,1,1,1
snow depth barrow,1,1,1
Northern Sea Route,1,1,1
"Biomass Burning, Dust, Sea Salt, Volcanic and Pollution Aerosols in the Arctic during the Last 2 Millennia: High Resolution Aerosol Records from NEEM and an Aray of Archived Ice Cores",1,1,1
Hinkel,1,1,1
Thermal State of Permafrost,1,1,1
btf,1,1,1
Detlev Helmig.,1,1,1
BS3,1,1,1
arctic-data.1580.1,1,1,1
1994 to 2016,1,1,1
urn:uuid:41191eb1-9793-4f20-8d7b-078516d87a01,1,1,1
geothermal,1,1,1
Arctic EIS Fish Catch per Unit Effort,1,1,1
Max Holmes,1,1,1
HLY1003,1,1,1
mconnel,1,1,1
draft,1,1,1
data.6238.4,1,2,1
1980 to 2016,1,1,1
snac,1,1,1
106.331,1,1,1
lee copper,1,1,1
plane,1,1,1
1801 to 2014,1,1,1
arctic-data.3950.1,1,1,1
mark parsons,1,1,1
beaufort ice thickness,1,1,1
river temperature,1,1,1
frog,1,1,1
yo chin,1,2,1
summit webcam,1,1,1
a2hhoo,1,1,1
doi:10.18739/A2631F,1,2,1
10.18739/A2M64B,1,1,1
aws,1,1,1
Yu-Ping,1,1,1
bore,1,1,1
mijenfjord,1,1,1
EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC CHEMISTRY > CARBON AND HYDROCARBON COMPOUNDS > CARBON DIOXIDE,1,1,1
moore,1,3,2
5,1,1,1
storms,1,2,2
1825 to 2016,1,1,1
Smethie,1,2,2
Healey,1,1,1
shape,1,1,1
Toursim Data,1,1,1
peter pulsifer,1,1,1
http://orcid.org/0000-0001-8199-864X,1,1,1
1107593,1,2,2
2003 to 2016,1,1,1
aerial photos tundra,1,1,1
2005 to 2007,1,1,1
Russia,1,1,1
T. Takatsuka,1,1,1
integrating_passive,1,2,1
1985,1,1,1
matt jones,1,1,1
barrow sea ice core,1,1,1
mcall glacier,1,1,1
SIZONEt,1,1,1
sea ice thickness,1,2,2
SST,1,1,1
Mooring C,1,1,1
doi:10.18739/A29W4F,1,1,1
1417700,1,1,1
baffin island,1,1,1
1802 to 2016,1,1,1
dandrea,1,1,1
financial,1,1,1
doi:10.18739/A2PW23,1,2,2
Cahoon,1,1,1
measurements in the mccall glacier,1,1,1
inventory,1,1,1
brook,1,5,5
Thermal state of permafrost,1,1,1
SIZONet,1,1,1
Brendan Blanchard,1,1,1
Holmes,1,2,1
Bi,1,1,1
rogue,1,1,1
doi:10.18739/A2TP41,1,1,1
urn:uuid:f22d78a2-719a-4704-856b-cc02fa803290,1,1,1
2002 to 2009,1,1,1
shaver,1,2,1
detlev helmig,1,1,1
1Learning,1,1,1
avis,1,1,1
shell,1,1,1
response equipment,1,1,1
mcknight,1,5,4
sflinity,1,1,1
arctic-data.1577.1,1,3,3
proshutinksy,1,1,1
mette kaufmann,1,1,1
Nadym,1,2,1
1798 to 2012,1,1,1
North Ice Cap,1,1,1
Vaskiny Dachy,1,1,1
urn:uuid:247e327a-bb50-42d4-819a-fe187c4bdbb5,1,1,1
2011 to 2010,1,1,1
Asynchrony,1,1,1
X. Fettweis,1,1,1
Peggy Sullivan,1,1,1
1861 to 2016,1,1,1
632184,1,1,1
GISP2,1,1,1
Hammonsads,1,1,1
6bee86c478313257bb1b2757259b7ab971f302c25c241de97c7f42edd5c20980,1,1,1
Igor Polyakov. 2016. NABOS II - Mooring M3e SBE 56 Temperature Data 2013 - 2015. NSF Arctic Data Center,1,1,1
Brigham-Grette,1,1,1
Collaborative Research: Svalbard REU: Holocene and modern climate change in the Norwegian high Arctic,1,1,1
"Barrow, Oechel",1,1,1
water table,1,1,1
sean.cahoon,1,1,1
Prosh,1,1,1
abstracts,1,1,1
carbon monixide,1,1,1
1977 to 2016,1,1,1
back to the future,1,1,1
facility,1,2,2
Stott,1,1,1
Fish & Wildlife Service,1,1,1
obuoy 9,1,1,1
HLY14-02,1,1,1
arctic-data.6170.3,1,1,1
employment,1,2,2
nsidc,1,1,1
1956 to 1943,1,1,1
"Coast_positions_near_Drew_Point,_Alaska",1,3,2
Fungi,1,1,1
doi:10.18739/A2GM0Q,1,1,1
west dock,1,1,1
national centers for environmental information,1,1,1
buoy5,1,1,1
1947 to 1951,1,1,1
high fuel oil,1,1,1
CDS,1,1,1
A2TW6V,1,1,1
allen pope,1,1,1
c-130,1,1,1
arctic-data.6192.2,1,1,1
1803 to 2014,1,1,1
619,1,1,1
dimensionless,1,1,1
2012,1,2,1
equipment,1,1,1
a3,1,2,2
Richard Collins,1,1,1
Craig Tweedie,1,2,2
1996 to 2011,1,1,1
arctic-data.9394.1,1,1,1
EARTH SCIENCE > LAND SURFACE > SURFACE RADIATIVE PROPERTIES > REFLECTANCE,1,1,1
beilan,1,1,1
PacMARS Surface Sediment,1,1,1
calidris,1,1,1
beaufort ice draft,1,1,1
land cover,1,1,1
West Dock,1,1,1
mathis,1,1,1
selawik,1,1,1
Erich Osterberg,1,1,1
Steven Roof,1,1,1
halfacre,1,1,1
US50,1,1,1
lestak,1,1,1
sedna,1,2,1
carey friedman,1,1,1
SCICEX,1,2,2
ARP,1,1,1
Pacific-Arctic_Carbon_Synthesis_Transformations_Fluxes_Budgets,1,1,1
leinfelder,1,1,1
ncdc,1,1,1
Mooring M3e SBE 37,1,1,1
Rick Krishfield,1,1,1
hly-09-02,1,1,1
D6VD6WG4,1,1,1
Marre sale,1,1,1
o-buoy13,1,1,1
Mooring A 2008-2009,1,1,1
john,1,1,1
GRIDS AND VECTORS,1,1,1
12635,1,1,1
airport,1,1,1
ahl,1,1,1
Detlev,1,1,1
7734.1,1,4,2
urn:uuid:57b728c7-57e5-4b46-b14f-d10e1ef5e4d1,1,1,1
Mike DeGrandpre,1,2,1
matanuska glacier,1,1,1
Devlin,1,1,1
map,1,1,1
Passive acoustic data from Davis Strait - C1 12 of 17,1,1,1
adina paytan,1,1,1
Christopher Guay,1,1,1
lehn,1,1,1
agreement,1,1,1
arctic-data.1579.1,1,1,1
stock,1,1,1
Ian Baker,1,1,1
2001 to 2010,1,1,1
stroeve,1,1,1
Katy Barnhart,1,1,1
solar radiation,1,1,1
UIC13-1,1,2,1
5 to 2010,1,1,1
52e609c3-c460-11e5-ad4f-00c0f03d5b7c,1,2,1
sea ice mass balance,1,1,1
ocean,1,1,1
DAKSHA,1,1,1
1992 to 2015,1,1,1
North pole,1,1,1
bARROW,1,1,1
sonar,1,1,1
USCGC Healy HLY1001 SADCP Data 2010 for DBO5,1,1,1
10.18739/A2MD31,1,1,1
arctic-data.7733.1,1,2,1
c1 10 of 17,1,1,1
1988 to 2015,1,1,1
St Lawrence,1,1,1
NGEE,1,1,1
Passive acoustic data from Davis Strait - C1 17 of 17,1,1,1
revised source area groups for Fe grain fingerprint matching,1,1,1
tintinnid,1,1,1
Carin,1,1,1
6192,1,1,1
1263854,1,1,1
Michael M. Loranty,1,1,1
1577.2,1,1,1
bacteria,1,1,1
carin,1,1,1
urn:uuid:c21ba51e-bcd2-4766-b4a6-dd357f19e58b,1,1,1
camp,1,1,1
North Pole,1,1,1
EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > PERMAFROST,1,1,1
max holmes,1,2,1
M5c,1,1,1
buoy7,1,1,1
arctic-data.6238.5,1,1,1
SBI CTD data,1,1,1
porisity,1,1,1
NIMS,1,2,1
wet sedge tundra,1,1,1
tethered profiler,1,1,1
doi:10.5065/D6416V3G,1,1,1
Annika,1,1,1
1798 to 2015,1,3,2
1795 to 2016,1,1,1
Freshwater,1,1,1
jospeh mcconnell,1,1,1
wdc,1,1,1
arctic-data-admins,1,1,1
Passive acoustic data from Davis Strait - C1 14 of 17,1,1,1
10 to 2010,1,1,1
mercury,1,1,1
worton,1,1,1
Richard Krishfield,1,1,1
MAR regional climate model,1,1,1
7734,1,1,1
itp-65,1,2,1
Healy Copper,1,1,1
ATLAS,1,1,1
Market,1,1,1
shrub,1,1,1
pipeline,1,1,1
hu Alaskan tundra lakes,1,1,1
Andrey Proshutinsky. 2014. Continuing the Beaufort Gyre Observing System to Document and Enhance Understanding Environmental Change in the Arctic. NSF Arctic Data Center. urn:uuid:25a6bbf5-e24a- 4ec1-8da3-54a181ec4ac2.,1,1,1
AKWIN,1,1,1
Kepler,1,1,1
paleoecological analysis,1,1,1
Ship,1,1,1
SNACS,1,1,1
iwen,1,1,1
Robert D. Hollister,1,1,1
Jacobson,1,2,2
2006 to 2008,1,1,1
J Mcconnell,1,1,1
Collaborative Research: Contrasting Under-Ice and Open-Water Phytoplankton Blooms in the Chukchi Sea,1,1,1
dsas,1,1,1
kanchalan,1,1,1
ashjian 2015,1,1,1
gradient,1,1,1
david bielman,1,1,1
EARTH SCIENCE > LAND SURFACE > SOILS > PERMAFROST,1,1,1
bottle chemistry,1,1,1
EARTH SCIENCE > CRYOSPHERE > SEA ICE > SNOW DEPTH,1,1,1
summit2010,1,1,1
tweedie,1,1,1
856867,1,1,1
COle-Dai,1,1,1
Conflict,1,1,1
chevak,1,1,1
Lake peters,1,1,1
impact,1,1,1
thule mcknight,1,1,1
Davis_Strait_acoustics_C6,1,1,1
vegetation barrow,1,1,1
nelson,1,1,1
hydography,1,1,1
1023574,1,1,1
1023371,1,9,8
sea temperature,1,3,1
evapration,1,1,1
aon,1,1,1
Straw,1,1,1
ursis,1,1,1
2003 to 2009,1,1,1
arctic-data.18739/A2HH00,1,1,1
2016 to 3,1,1,1
Mooring 2013-2014,1,1,1
grip,1,1,1
lidar,1,2,1
permafrost borehole,1,1,1
November,1,1,1
fukushima,1,1,1
Petrenko,1,1,1
Collaborative Research: Continuous Records of Greenhouse Gases and Aerosol Deposition During the Holocene: Testing the Fidelity of New Methods for Reconstructing Atmospheric Change,1,1,1
surface waves uls,1,1,1
2013 to 2014,1,1,1
lgl,1,2,1
Mette Kaufman,1,1,1
heritage,1,2,1
pilgrim,1,1,1
2008,1,3,1
coldfoot,1,2,2
seaward pensinsula,1,1,1
18739/a2hh00,1,1,1
1895 to 2016,1,1,1
o-buoy1,1,1,1
NPEO 2016,1,1,1
lidar ocean,1,1,1
arctic-data.9394.4,1,1,1
15_3,1,2,2
Bowhead Whale Feeding,1,1,1
ICEX,1,1,1
A3W,1,1,1
rainville,1,1,1
groundwater,1,1,1
arctic-data.7802.1,1,1,1
arctic-data.9431.4,1,1,1
arctic-data.7776.1,1,2,1
mette kaufman,1,1,1
cambell genetics,1,1,1
1432982,1,1,1
Wang,1,1,1
2005 to 2006,1,1,1
Helfrich,1,1,1
Great RIvers,1,2,2
Noelle selin,1,1,1
pacmar,1,1,1
marine birds,1,1,1
river,1,1,1
909541,1,1,1
1417711,1,3,3
waterways,1,1,1
CANDAC,1,1,1
arctic-data.6195.1,1,1,1
MONTHLY TO ANNUAL,1,1,1
flight,1,2,1
Institute of Arctic Biology,1,2,2
Bottle,1,1,1
Jacob Stroh,1,1,1
Francus,1,1,1
1798 to 2014,1,2,1
Barents Sea,1,1,1
1798 to 2010,1,2,1
Joe Mcconnell,1,1,1
Jeffrey Welker. 2016. Tutakoke Field Site Carbon Exchange 2015,1,1,1
Selin,1,1,1
oil pollution,1,1,1
Bering Sea Project,1,1,1
Koenig,1,1,1
cra,1,1,1
a2hh00,1,1,1
benthos,1,2,1
cds,1,2,2
fe52c1d7-a09e-11e3-b306-00c0f03d5b7c,1,1,1
arctic-data.6158.2,1,2,1
Zooplankton Genetics 2014,1,1,1
arctic-data.1575.2,1,1,1
Nathan C. Healey,1,1,1
ViPER,1,1,1
Hajo,1,1,1
juncus,1,1,1
Kim Nielsen,1,2,2
edgar,1,1,1
R/V James,1,1,1
Gravity,1,1,1
hydrology,1,1,1
df35,1,1,1
infra,1,1,1
eur,1,1,1
Andreas Muenchow,1,2,1
Environmental Change in the Arctic,1,1,1
fasta,1,2,1
UMass,1,1,1
USCGC Healy,1,1,1
7Be,1,1,1
arctic-data.3948.1,1,1,1
Beringia,1,1,1
urn:uuid:b9e1ee82-39d2-4219-b08d-0403d409e48d,1,1,1
pollution,1,5,2
bft,1,1,1
surface waves,1,1,1
petroleum,1,1,1
continuous records of greenhouse gases,1,1,1
Seismic Reflection,1,1,1
arctic-data.6185.1,1,2,1
1204110,1,2,2
Alaskan_climate_data,1,1,1
orcid.org/0000-0001-7511-1969,1,1,1
stordalen,1,1,1
1978 to 2015,1,1,1
mass,1,1,1
mosaic,1,1,1
Arctic,1,1,1
Buoy 10,1,1,1
Kerby,1,1,1
kbarnhart,1,1,1
IPY,1,1,1
Economic,1,1,1
Lanctot,1,3,1
jones,1,3,1
1915 to 2015,1,1,1
O-Buoys,1,1,1
1969 to 2015,1,1,1
ыуф шсу,1,1,1
yb,1,1,1
ID U96,1,1,1
population,1,1,1
Germar Bernhard,1,1,1
jeffrey welker,1,1,1
1800 to 1889,1,2,2
wave dynamics in the Arctic,1,1,1
helheim,1,1,1
Russell Hopcroft,1,1,1
http://orcid.org/0000-0001-7511-1969,1,1,1
Meteorological Tower,1,1,1
Mark Engebretson,1,1,1
climate_and_vegetation,1,1,1
Healy06 Copper,1,1,1
c1 15 of 17,1,1,1
lake siberia,1,1,1
Chapin,1,2,2
stine,1,1,1
Kangerlussuaq,1,1,1
McCLelland,1,1,1
acoustics,1,1,1
1991 to 2015,1,1,1
James H. (Jamie) Morison,1,1,1
ice model,1,1,1
eisstenstat,1,1,1
canadian fishing,1,1,1
eric,1,2,1
Duffy,1,1,1
1203779,1,1,1
snow depth,1,1,1
arctic great rivers,1,1,1
1203686,1,1,1
sequenceing,1,1,1
632139,1,1,1
mcneave,1,2,1
c1 6 of 17,1,1,1
46.3,1,1,1
yukon field parameter,1,1,1
Duvanny Yar,1,1,1
Zicheng,1,1,1
infaun,1,1,1
umass,1,1,1
a03fd09a-7148-468a-ab65-3ace4dce1e0a,1,1,1
Dunton Crump,1,1,1
retreat,1,1,1
1998 to 2016,1,1,1
detlleb,1,1,1
linneelva,1,1,1
linnebreen,1,1,1
png,1,1,1
Passive acoustic data from Davis Strait - C1 13 of 17,1,1,1
Greenland root phenology: warming and herbivory,1,1,1
shipping trafic,1,1,1
smb,1,1,1
matri,1,1,1
HLY,1,3,1
"Schlosser, peter",1,1,1
mark lara,1,2,1
Michael Loranty,1,3,2
tethered profiler 19,1,1,1
arctic permafrost ghg emissions,1,1,1
1943 to 1943,1,1,1
robert max holmes,1,2,1
*doi*,1,1,1
NPEO mooring,1,1,1
ARctic,1,1,1
OBUOY 3,1,1,1
rainer,1,1,1
benthic biomass,1,1,1
oscillation,1,1,1
1204013,1,1,1
1203906,1,1,1
1302884,1,1,1
Moore,1,1,1
su;;ivan,1,1,1
Pope,1,1,1
Rachael,1,1,1
6238.4,1,1,1
9389.1,1,1,1
Copepoda,1,1,1
arctic-data.9433.1,1,1,1
1800 to 1824,1,2,1
1979 to 2014,1,1,1
eilison,1,1,1
yu-ping chin,1,1,1
United States Coast Guard (USCG),1,1,1
snownet,1,2,2
arctic-data.7791,1,1,1
arctic-data.9560.1,1,1,1
rignot,1,1,1
Linné,1,1,1
osterkamp,1,1,1
doi:10.1002/qj.842,1,1,1
colorado,1,1,1
obuoy12,1,1,1
doi:10.18739/A25649,1,1,1
trusel,1,1,1
2016 to 12016,1,1,1
continuing,1,1,1
wind direction,1,1,1
Moritz,1,1,1
payton,1,1,1
SWL12 Sediment parameters,1,1,1
luke,1,1,1
"Charcoal, geochemical, and isotope records from Alaskan tundra lakes",1,1,1
y xu,1,1,1
soil moisture,1,1,1
AOD,1,1,1
lemmings,1,1,1
Elizabeth Caissie,1,1,1
arctic-data.7789.1,1,1,1
"Donald Perovich, Patricia Matrai, Paul Shepson, William Simpson, and Francisco Chavez. 2009. The Collaborative O-Buoy Project: Deployment of a Network of Arctic Ocean Chemical Sensors for the IPY and beyond. NSF Arctic Data Center.",1,1,1
2016 to 16,1,1,1
oncorhynchous,1,1,1
induced seismicity,1,1,1
richter-menge,1,1,1
Curry,1,1,1
bnz,1,4,3
cox w,1,1,1
ozone,1,1,1
orcutt],1,1,1
obuoy 3,1,1,1
10.18739/A2HS7D,1,2,2
amy soloman,1,1,1
Passive acoustic data from Davis Strait,1,1,1
1503928,1,1,1
84858,1,3,2
baid,1,1,1
UP35,1,1,1
turbulent dissipation rate,1,1,1
seg-y,1,1,1
Summit-2010,1,1,1
1503672,1,1,1
EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC PRESSURE > GRAVITY WAVE,1,1,1
Dominique,1,3,3
finland,1,1,1
leffler,1,2,1
Oechel,1,2,2
arctic-data.6238.2,1,1,1
test r,1,1,1
negis,1,1,1
Prudhoe,1,1,1
galbriath,1,2,2
lake sediment,1,1,1
Marine Mammal Watch,1,1,1
1 to 2016,1,1,1
UCAR/NCAR,1,1,1
The Distributed Biological Observatory (DBO),1,1,1
john dope,1,1,1
forster,1,1,1
eo-1,1,1,1
*4829,1,1,1
beth,1,3,2
O-Bouy,1,2,1
Sediment,1,1,1
bering,1,1,1
chiun,1,1,1
irradianssi,1,1,1
urn%3Auuid%3A00edeb96-7444-41a8-9e73-59ac2893a497,1,1,1
Methane,1,1,1
asfd,1,1,1
Gleb Panteleev,1,1,1
Amboliha,1,1,1
Sharon L. Smith,1,1,1
cosmogenic,1,1,1
Drypehr,1,1,1
ben,1,1,1
data.6238.5,1,1,1
buoy array 2007,1,1,1
sitka,1,1,1
ethane,1,1,1
toolik logger,1,1,1
hudson bay,1,1,1
Snowpack gases,1,1,1
Bolvansky,1,1,1
sustainability,1,1,1
horne,1,1,1
SUummit,1,1,1
histrionicus,1,1,1
sediment,1,1,1
4 to 2010,1,1,1
kaktovik,1,2,1
*,1,3,3
1943 to 1951,1,1,1
nesting success,1,1,1
206 to 2014,1,1,1
arctic-data.9515.1,1,1,1
radar,1,1,1
Surface Sediment Parameters 1970-2012,1,1,1
virus,1,1,1
2001 to 2008,1,1,1
heloise,1,1,1
Long-term,1,1,1
buoy10,1,2,2
DryPEHR),1,1,1
resource_map_doi:10.18739/A2H37H,1,1,1
r package test,1,1,1
"IN SITU/LABORATORY INSTRUMENTS > PROFILERS/SOUNDERS > CTD > CONDUCTIVITY, TEMPERATURE, DEPTH",1,1,1
"Collaborative Research: Aerosol concentrations, sources, and transport pathways within the Arctic polar dome during recent millennia",1,1,1
red knot,1,1,1
sandpiper,1,1,1
biogeochemical,1,1,1
1417128,1,1,1
Adam Young,1,1,1
gann,1,1,1
cole-dai,1,2,2
XCP,1,1,1
ryan pajela,1,3,3
thaw thickness,1,1,1
summit-2010,1,1,1
1863 to 2016,1,1,1
stieglitz,1,1,1
Snow manipulation,1,2,1
neur,1,1,1
ashijan,1,1,1
Arctic Horizons,1,2,2
megafauna,1,1,1
1870 to 1951,1,1,1
Cloud occurrence,1,1,1
Schlosser,1,1,1
Mooring 2011-2012,1,1,1
phasor,1,1,1
australia,1,2,2
EOL,1,1,1
urn:uuid:e9018cac-8ce5-441b-9e2d-503e31394035,1,1,1
arctic-data.3942.2,1,1,1
divisions,1,1,1
NSIDC,1,1,1
castor canadensis,1,1,1
Hill,1,1,1
Beth Caissie,1,2,2
emaiksoun,1,1,1
Lehn,1,3,1
Shur,1,1,1
gdp,1,1,1
Coo,1,1,1
arctic-data.9391.1,1,2,2
blanchard,1,2,2
Cooper Lee,1,1,1
Kholodov,1,2,1
digital,1,2,2
Mooring 2010-2011,1,1,1
Nobre,1,1,1
9383.1,1,1,1
community,1,1,1
2016 to 1956,1,1,1
Jeff M. Welker,1,1,1
Mooring A 2013-2014,1,1,1
1203267,1,1,1
buoy14,1,1,1
20 to 16,1,1,1
obuoy6,1,1,1
7732.1,1,2,1
wainwright,1,1,1
Juhl,1,1,1
coastal position observations,1,1,1
brigham-Grette,1,1,1
doi:10.18739/A23H1N,1,1,1
geenland,1,1,1
bUOY5,1,1,1
Greenland root phenology,1,1,1
joe mcconnell,1,1,1
katy,1,1,1
greene,1,1,1
6 of 17,1,1,1
2009 to 2012,1,1,1
Rainier,1,1,1
https://orcid.org/0000-0001-9169-0286,1,1,1
WAIS Divide,1,1,1
Joseph R McConnell,1,1,1
goose-vegetation,1,1,1
pickard,1,1,1
shepson,1,1,1
Polyakov 2013,1,1,1
1996 to 2016,1,1,1
ashjian 2014,1,1,1
Scicex,1,1,1
James Morison,1,2,1
arctic-data.6187.3,1,3,3
sea salinty,1,1,1
1998 to 2008,1,1,1
c1,1,1,1
development,1,1,1
Summit AOD,1,1,1
1990 to 2003,1,1,1
Proshutinsk,1,1,1
Matrray,1,1,1
Joe McConnell,1,1,1
beaufort CTD,1,1,1
Mooring D 2013-2014,1,1,1
2002 to 2016,1,1,1
schweiger,1,1,1
finmarchicus,1,1,1
MIRAI,1,1,1
falkner,1,1,1
IPS,1,1,1
0,1,1,1
partners,1,1,1
Betula nana,1,1,1
urn:uuid:4cb8271f-ff2d-41a6-9b7c-d7c281b8695b,1,1,1
1862 to 2016,1,1,1
c1 12 of 17,1,2,2
.xls,1,1,1
Vaskiny,1,1,1
Mamontovy,1,1,1
Amanda Lynch,1,1,1
LTK,1,1,1
resource_map_doi:10.18739/A2M362,1,1,1
GIPL,1,1,1
1995 to 2016,1,1,1
doi:10.5065/D6KW5DDD,1,1,1
DEM,1,1,1
sheba radar,1,1,1
Studinger,1,1,1
19 to 16,1,1,1
shiklomanov,1,1,1
alaska social survey,1,1,1
chlorophyll,1,5,2
Peatland,1,1,1
yukon,1,1,1
Barents Ses,1,1,1
McGuire,1,1,1
methane hydrate,1,1,1
10.18739/A2892H,1,2,2
2007 to 2014,1,1,1
stable isotopes,1,1,1
Frank Bahr,1,1,1
thaw,1,1,1
bgep,1,1,1
anna,1,1,1
acadis-field-projects,1,1,1
Hg snow,1,1,1
nielsen,1,1,1
EARTH SCIENCE > TERRESTRIAL HYDROSPHERE > GLACIERS/ICE SHEETS > GLACIER MASS BALANCE/ICE SHEET MASS BALANCE,1,1,1
Buoy7,1,1,1
Fox,1,1,1
1980 to 2000,1,1,1
tedesco mar,1,2,2
mett,1,1,1
ashj,1,1,1
North Slope,1,1,1
mixing,1,1,1
cdom,1,2,2
uummannaq,1,1,1
David Sayres,1,1,1
arctic-data.6230.1,1,2,2
toolik phenology,1,1,1
http://orcid.org/0000-0002-0675-1230,1,1,1
Ice Thickness,1,1,1
hinkel,1,1,1
Shaun Bell,1,1,1
jluie friddell,1,1,1
Lara,1,1,1
McKay,1,1,1
Ice,1,1,1
yu-ping,1,1,1
mcall,1,1,1
arctic-data.6166.1,1,1,1
rachael rhodes,1,1,1
Eight Mile Lake,1,2,1
Gulkana,1,2,2
sea ice 2007,1,1,1
snowtree,1,1,1
davis strait,1,1,1
o-buoy7,1,1,1
gps,1,1,1
Wolfe,1,1,1
Fukamachi,1,1,1
flywhee,1,1,1
2007 to 2007,1,1,1
arctic-data.7790,1,1,1
kaktovik permafrost,1,1,1
1418000,1,1,1
elmendorf,1,1,1
human,1,2,1
Mooring C 2009-2010,1,1,1
Physical_and_chemical_and_biological_measurements_of_properties_of_sea_ice,1,1,1
bryce mecum,1,1,1
obuoy7,1,1,1
frink,1,2,2
BeringStrait_A3,1,1,1
tides,1,1,1
